Title1,Title2
Annual Summary Report ,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Annual%20Summary%20Report%20(1904%20-%20Last%20Calendar%20Year)

ParkName1,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,RecreationVisitorsYTD2,NonRecreationVisitorsYTD2,RecreationHoursYTD2,NonRecreationHoursYTD2,ConcessionerLodgingYTD2,ConcessionerCampingYTD2,TentCampersYTD2,RVCampersYTD2,BackcountryYTD2,NonRecreationOvernightStaysYTD2,MiscellaneousOvernightStaysYTD2
Manzanar NHS,2015,"95,327",0,"142,990",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Marsh-Billings-Rockefeller NHP,2015,"35,003",0,"70,006",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
"Martin Luther King, Jr. Memorial",2015,"3,530,401",0,"1,765,199",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
"Martin Luther King, Jr. NHS",2015,"673,728",0,"1,110,191",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Martin Van Buren NHS,2015,"18,547",720,"18,993",180,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mary McLeod Bethune Council House NHS,2015,"8,249",0,"16,498",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mesa Verde NP,2015,"547,325","10,471","3,874,598","10,471","22,019",0,"49,800","6,359",0,0,248,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Minute Man NHP,2015,"964,330",0,"1,446,495",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Minuteman Missile NHS,2015,"100,488",0,"61,467",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mississippi NRRA,2015,"127,635",0,"382,905",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Missouri NRR,2015,"145,004",0,"145,004",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mojave NPRES,2015,"589,155",0,"3,550,767",0,0,0,620,700,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Monocacy NB,2015,"64,596",0,"96,895",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Montezuma Castle NM,2015,"416,635",420,"416,635",108,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Moores Creek NB,2015,"89,944",0,"64,531",0,0,0,0,0,462,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Morristown NHP,2015,"218,959",0,"564,004",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mount Rainier NP,2015,"1,237,231","621,531","14,147,970","621,531","42,601",0,"68,484","25,085","44,296",0,"2,667","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Mount Rushmore NMEM,2015,"2,434,297","850,794","3,205,141","283,595",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Muir Woods NM,2015,"1,099,923",0,"1,466,196",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Natchez NHP,2015,"204,332",0,"447,536",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Natchez Trace PKWY,2015,"5,785,812","7,108,784","23,303,630","7,108,784",0,0,"5,190","9,390",0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
National Capital Parks Central,2015,"1,833,085",0,"1,199,066",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
National Capital Parks East,2015,"1,220,403","37,433,658","1,691,708","23,230,011",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
National Park of American Samoa,2015,"13,892",0,"27,786",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Natural Bridges NM,2015,"94,797",800,"563,125",400,0,0,"4,023","3,478",0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Navajo NM,2015,"71,370","13,061","173,504","3,266",0,0,"1,836",984,216,0,326,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
New Bedford Whaling NHP,2015,"167,790",0,"85,563",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
New Orleans Jazz NHP,2015,"58,188",0,"83,000",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
New River Gorge NR,2015,"1,178,753","2,400","2,580,191","4,800",0,0,"4,792",836,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Nez Perce NHP,2015,"224,967","1,800","283,238",180,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Nicodemus NHS,2015,"3,306",0,"3,306",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Ninety Six NHS,2015,"80,223",0,"100,279",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Niobrara NSR,2015,"68,110",0,"523,550",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Noatak NPRES,2015,0,0,0,0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
North Cascades NP,2015,"20,677",0,"524,870",0,0,0,0,0,"23,721",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Obed W&SR,2015,"214,441","10,800","923,429",900,0,0,"2,928",0,527,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Ocmulgee NM,2015,"155,388",0,"233,082",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Olympic NP,2015,"3,263,761","819,374","15,614,566","321,206","85,362","8,140","122,579","65,516","88,587",0,497,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Oregon Caves NM,2015,"72,709",520,"220,974","1,040",178,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Organ Pipe Cactus NM,2015,"222,723","994,277","674,472","497,138",0,0,"4,689","18,154",54,0,666,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Ozark NSR,2015,"1,277,941",0,"3,338,105",0,0,0,"55,552","21,156","13,869",0,"32,910","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Padre Island NS,2015,"582,839","1,800","3,938,033","14,400",0,0,"16,860","25,940","13,615",0,466,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Palo Alto Battlefield NHP,2015,"47,866",0,"95,732",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pea Ridge NMP,2015,"114,578",0,"229,155",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pecos NHP,2015,"30,229",0,"38,214",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pennsylvania Avenue NHS,2015,0,0,0,0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Perry's Victory & Intl. Peace MEM,2015,"156,578",0,"152,836",0,0,0,0,0,0,0,41,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Petersburg NB,2015,"192,655","422,597","204,885","105,651",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Petrified Forest NP,2015,"793,225",120,"2,021,989",120,0,0,0,0,437,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Petroglyph NM,2015,"117,825",0,"235,648",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pictured Rocks NL,2015,"723,178","1,850","3,626,501",554,0,0,"16,012","5,074","19,680",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pinnacles NP,2015,"206,533",0,"739,017",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pipe Spring NM,2015,"54,619",404,"54,619",900,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pipestone NM,2015,"70,748",0,"176,869",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Piscataway Park,2015,"148,729",0,"279,413",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Point Reyes NS,2015,"2,501,106","25,788","13,010,142","25,788","11,245","3,425",0,0,"55,475",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Port Chicago Naval Magazine NM,2015,963,0,"1,926",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
President W.J. Clinton Birthplace Home NHS,2015,"10,463",0,"10,463",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
President's Park,2015,"903,161",0,"1,303,262",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Prince William Forest Park,2015,"312,109",480,"2,898,976",960,0,"21,707","18,407","1,296",233,0,"49,507","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pu'uhonua o Honaunau NHP,2015,"437,286",0,"437,286",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Pu'ukohola Heiau NHS,2015,"139,586","182,298","69,796","30,372",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Rainbow Bridge NM,2015,"77,270",0,"115,905",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Redwood NP,2015,"527,143",0,"2,048,943",0,0,0,"4,554",0,"4,394",0,"2,477","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Richmond NBP,2015,"184,175","146,909","351,986","36,728",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Rio Grande W&SR,2015,120,0,"15,360",0,0,0,0,0,730,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
River Raisin NBP,2015,"109,118","5,906","218,234",591,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Rock Creek Park,2015,"2,443,772","12,283,849","2,537,226","6,141,924",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Rocky Mountain NP,2015,"4,155,916","8,750","28,840,877","26,250",0,0,"124,254","60,927","46,301",0,"12,604","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Roger Williams NMEM,2015,"60,505","85,267","51,804","6,821",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Rosie The Riveter WWII Home Front,2015,"56,362",0,"169,086",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Ross Lake NRA,2015,"772,579",720,"2,298,468",720,"7,146",0,"21,460","11,697","21,668",0,"1,608","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Russell Cave NM,2015,"19,430",0,"32,892",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sagamore Hill NHS,2015,"42,326",0,"105,815",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saguaro NP,2015,"753,446","2,901,335","1,150,440","725,335",0,0,0,0,"1,846",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saint Croix Island International Historic Site,2015,"12,557",0,"15,697",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saint Croix NSR,2015,"623,122",0,"7,565,961",0,0,0,0,0,"93,629",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saint Paul's Church NHS,2015,"17,180",525,"22,802",318,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saint-Gaudens NHS,2015,"39,242",0,"76,038",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Salem Maritime NHS,2015,"264,780",0,"66,195",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Salinas Pueblo Missions NM,2015,"29,672",0,"59,925",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Salt River Bay NHP & Ecological Pres,2015,"8,108",0,"17,026",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
San Antonio Missions NHP,2015,"1,322,154",0,"1,807,083",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
San Francisco Maritime NHP,2015,"4,173,014",0,"3,890,297",0,0,0,0,0,0,0,384,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
San Juan Island NHP,2015,"258,668",0,"201,849",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
San Juan NHS,2015,"1,532,818",0,"2,936,291",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sand Creek Massacre NHS,2015,"5,887",0,"11,774",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Santa Monica Mountains NRA,2015,"797,126","103,165","1,580,240","52,123",0,0,0,0,144,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saratoga NHP,2015,"65,010","96,149","204,634","7,692",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Saugus Iron Works NHS,2015,"9,327","45,625","13,990","4,566",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Scotts Bluff NM,2015,"131,122",0,"249,130",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sequoia NP,2015,"1,097,464","5,898","35,031,293","23,592","72,727",0,"133,833","39,448","32,436",0,"4,299","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Shenandoah NP,2015,"1,321,873","10,962","10,573,047","2,742","107,095",0,"114,873","48,231","43,348",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Shiloh NMP,2015,"356,535","131,217","581,953","26,241",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sitka NHP,2015,"185,150",0,"113,814",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sleeping Bear Dunes NL,2015,"1,535,633",0,"7,874,594",0,0,0,"47,410","40,023","21,327",0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Springfield Armory NHS,2015,"21,825",0,"43,651",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Statue of Liberty NM,2015,"4,279,020",0,"19,255,589",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Steamtown NHS,2015,"89,592","11,592","151,174","5,796",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Stones River NB,2015,"264,925","1,442","272,973",242,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Sunset Crater Volcano NM,2015,"182,203","12,000","227,754","3,996",0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tallgrass Prairie NPRES,2015,"29,558",0,"59,116",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Thaddeus Kosciuszko NMEM,2015,"1,261",0,316,0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Theodore Roosevelt Birthplace NHS,2015,"6,685",91,"6,984",14,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Theodore Roosevelt Inaugural NHS,2015,"24,896",0,"47,863",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Theodore Roosevelt Island,2015,"159,740",0,"287,534",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Theodore Roosevelt NP,2015,"580,033","6,578","2,165,040","2,172",0,0,"13,967","15,011",529,0,"2,900","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Thomas Edison NHP,2015,"56,317",0,"26,978",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Thomas Jefferson MEM,2015,"3,102,442",0,"1,551,222",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Thomas Stone NHS,2015,"5,772",0,"2,886",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Timpanogos Cave NM,2015,"104,023",0,"280,432",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Timucuan EHP,2015,"1,239,423",0,"3,146,098",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tonto NM,2015,"37,523",0,"69,130",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tumacacori NHP,2015,"42,146",0,"28,096",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tuskegee Airmen NHS,2015,"22,662",0,"33,990",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tuskegee Institute NHS,2015,"7,961",0,"34,296",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Tuzigoot NM,2015,"95,065",240,"71,300",60,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Ulysses S. Grant NHS,2015,"39,048",0,"58,570",0,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Upper Delaware S&RR,2015,"243,246","2,130","989,895",532,0,0,0,0,0,0,0,"307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
Valley Forge NHP,2015,"2,143,965",0,"4,305,930",0,0,0,0,0,0,0,"1,000","307,247,252","173,060,681","1,334,248,906","91,746,409","3,385,750","1,421,213","3,680,809","2,260,198","2,020,068","112,259","2,151,446"
